Ten phong ban,Ma nhan vien,Ho ten nhan vien,Ngay sinh,Gioi tinh,Luong co ban,Tuoi,Luong moi,Ghi chu,Chuc vu
Ky thuat,NV02689,Chi Ngoc Tran,1985-12-25,Nu,6409692,39,7371146,Tăng lương 15%,Nhan vien
Ky thuat,NV02690,Anh Anh Duong,1999-10-11,Nu,5508969,25,5508969,Không tăng lương,Nhan vien
Kinh doanh,NV02691,Dung Le,1983-03-15,Nam,25462862,42,29282291,Tăng lương 15%,Nhan vien
Kinh doanh,NV02692,Ba Kim Nguyen,1994-09-15,Nu,20531874,30,20531874,Không tăng lương,Nhan vien
Marketing,NV02693,Anh Quang Dang,1995-07-31,Nu,8440964,29,8440964,Không tăng lương,Nhan vien
Ky thuat,NV02694,Hai Thi Mai,1979-05-30,Nu,5248995,46,6036344,Tăng lương 15%,Nhan vien
Ke toan,NV02695,Quy co Hong Tran,1979-07-12,Nam,25526316,45,29355263,Tăng lương 15%,Nhan vien
Ke toan,NV02696,Chi Nhat Vu,1986-09-27,Nam,19715313,38,22672610,Tăng lương 15%,Nhan vien
Marketing,NV02697,Co Chi Duong,1976-04-13,Nam,7160649,49,8234746,Tăng lương 15%,Nhan vien
Marketing,NV02698,Ha Quang Mai,1980-01-03,Nu,22294235,45,25638370,Tăng lương 15%,Nhan vien
Ky thuat,NV02699,Dung Thi Duong,1993-05-01,Nu,27982327,32,32179676,Tăng lương 15%,Nhan vien
Kinh doanh,NV02700,Tu Nguyen,1982-09-14,Nam,11456635,42,13175130,Tăng lương 15%,Nhan vien
Ky thuat,NV02701,Chau Nguyen,2000-01-13,Nu,16009559,25,16009559,Không tăng lương,Nhan vien
Kinh doanh,NV02702,Ba Yen Vu,2002-08-19,Nam,22933235,22,22933235,Không tăng lương,Nhan vien
Ky thuat,NV02703,Ba Mai Tran,1984-06-09,Nam,29170049,41,33545556,Tăng lương 15%,Nhan vien
Marketing,NV02704,Trung Hoang Hoang,1994-04-07,Nu,29767525,31,34232654,Tăng lương 15%,Nhan vien
Marketing,NV02705,Huy Duong,1965-03-22,Nam,13989825,60,16088299,Tăng lương 15%,Nhan vien
Nhan su,NV02706,Ba Van Dang,1972-08-26,Nam,14229379,52,16363786,Tăng lương 15%,Nhan vien
Kinh doanh,NV02707,Nhien Nguyen,1993-12-17,Nam,25015387,31,28767695,Tăng lương 15%,Nhan vien
Ke toan,NV02708,Chi Bao Dang,1995-07-29,Nam,23074976,29,23074976,Không tăng lương,Nhan vien
Ke toan,NV02709,Huy Thi Tran,1997-08-17,Nu,23369437,27,23369437,Không tăng lương,Nhan vien
Kinh doanh,NV02710,Hoang Duong,1981-01-25,Nam,5489941,44,6313432,Tăng lương 15%,Nhan vien
Ke toan,NV02711,Khoa Duong,1985-02-04,Nam,17184074,40,19761685,Tăng lương 15%,Nhan vien
Nhan su,NV02712,Phuong Duc Mai,1975-05-29,Nu,6344922,50,7296660,Tăng lương 15%,Nhan vien
Nhan su,NV02713,Phuong Tri Bui,1968-08-19,Nu,17226441,56,19810407,Tăng lương 15%,Nhan vien
Ke toan,NV02714,Ong Chau Duong,1993-03-11,Nam,24831214,32,28555896,Tăng lương 15%,Nhan vien
Kinh doanh,NV02715,Ba Nhat Dang,1966-08-08,Nam,25188302,58,28966547,Tăng lương 15%,Nhan vien
Ky thuat,NV02716,Chi Hai Duong,1983-10-13,Nam,26788233,41,30806468,Tăng lương 15%,Nhan vien
Ky thuat,NV02717,Quy co Duyen Bui,1978-10-13,Nu,7963641,46,9158187,Tăng lương 15%,Nhan vien
Ky thuat,NV02718,Chi Duyen Dang,1964-07-14,Nam,6420531,60,7383611,Tăng lương 15%,Nhan vien
Nhan su,NV02719,Hai Le,1991-04-21,Nam,11900996,34,13686145,Tăng lương 15%,Nhan vien
Ky thuat,NV02720,Chi Hoang,2000-02-10,Nu,17986995,25,17986995,Không tăng lương,Nhan vien
Ky thuat,NV02721,Quy co An Nguyen,1990-12-16,Nam,14305415,34,16451227,Tăng lương 15%,Nhan vien
Ke toan,NV02722,Thanh Mai Duong,1989-08-15,Nam,12660002,35,14559002,Tăng lương 15%,Nhan vien
Marketing,NV02723,Bao Duc Tran,1977-09-17,Nam,14180381,47,16307438,Tăng lương 15%,Nhan vien
Ke toan,NV02724,Nhien Van Vu,1995-08-22,Nam,21703176,29,21703176,Không tăng lương,Nhan vien
Ke toan,NV02725,Bao Huu Bui,1984-06-25,Nam,14334856,41,16485084,Tăng lương 15%,Nhan vien
Ke toan,NV02726,Huong Le,1995-08-10,Nu,13779053,29,13779053,Không tăng lương,Nhan vien
Kinh doanh,NV02727,Phuc Tan Pham,1994-06-13,Nu,23327493,31,26826617,Tăng lương 15%,Nhan vien
Marketing,NV02728,Trong Bao Bui,1985-04-30,Nam,28504347,40,32779999,Tăng lương 15%,Nhan vien
Marketing,NV02729,An Nguyen,1967-06-04,Nam,19391489,58,22300212,Tăng lương 15%,Nhan vien
Marketing,NV02730,Khoa Hoang,1970-08-19,Nam,10570390,54,12155948,Tăng lương 15%,Nhan vien
Ke toan,NV02731,Ba Yen Pham,1983-09-03,Nu,13038921,41,14994759,Tăng lương 15%,Nhan vien
Nhan su,NV02732,Nhat Xuan Pham,1990-03-25,Nam,5885245,35,6768032,Tăng lương 15%,Nhan vien
Marketing,NV02733,Anh Duong,1999-09-08,Nu,14330521,25,14330521,Không tăng lương,Nhan vien
Ke toan,NV02734,Van Mai,1976-02-24,Nam,25707143,49,29563214,Tăng lương 15%,Nhan vien
Nhan su,NV02735,Van Mai,1994-02-18,Nam,6485977,31,7458874,Tăng lương 15%,Nhan vien
Nhan su,NV02736,Thanh Xuan Nguyen,1989-04-25,Nam,27219000,36,31301850,Tăng lương 15%,Nhan vien
Ke toan,NV02737,Kim Hoang,1978-07-25,Nam,8463489,46,9733012,Tăng lương 15%,Nhan vien
Ky thuat,NV02738,Quang Hoang Bui,1992-05-09,Nu,27186061,33,31263970,Tăng lương 15%,Nhan vien
Ke toan,NV02739,Hanh Thi Le,1964-10-31,Nu,27468181,60,31588408,Tăng lương 15%,Nhan vien
Ky thuat,NV02740,Hanh Duong,1980-01-20,Nu,24438167,45,28103892,Tăng lương 15%,Nhan vien
Ke toan,NV02741,Chi Duyen Mai,1977-06-19,Nu,26691621,48,30695364,Tăng lương 15%,Nhan vien
Nhan su,NV02742,Bao Hoang Nguyen,1990-04-19,Nam,20546681,35,23628683,Tăng lương 15%,Nhan vien
Ky thuat,NV02743,Co Ngoc Duong,1992-05-23,Nam,10388018,33,11946221,Tăng lương 15%,Nhan vien
Marketing,NV02744,Quy ong Nam Pham,1982-09-16,Nam,25406957,42,29218001,Tăng lương 15%,Nhan vien
Kinh doanh,NV02745,Quy ong Thanh Nguyen,2001-10-17,Nam,5100872,23,5100872,Không tăng lương,Nhan vien
Marketing,NV02746,Ha Tran,1995-02-28,Nu,22323906,30,22323906,Không tăng lương,Nhan vien
Nhan su,NV02747,Chau Bui,1981-04-21,Nam,21826615,44,25100607,Tăng lương 15%,Nhan vien
Kinh doanh,NV02748,Quy co Phuong Mai,2001-09-13,Nam,22249970,23,22249970,Không tăng lương,Nhan vien
Ky thuat,NV02749,Yen Le,1989-09-26,Nu,21195779,35,24375146,Tăng lương 15%,Nhan vien
Nhan su,NV02750,Phuong Tran,1988-04-15,Nam,24766489,37,28481462,Tăng lương 15%,Nhan vien
Marketing,NV02751,Bac Minh Bui,1992-05-21,Nu,6221619,33,7154862,Tăng lương 15%,Nhan vien
Marketing,NV02752,Chau Duong,1990-06-25,Nu,20195816,35,23225188,Tăng lương 15%,Nhan vien
Marketing,NV02753,Co Hai Tran,1967-02-25,Nam,9972902,58,11468837,Tăng lương 15%,Nhan vien
Marketing,NV02754,Nhat Bao Tran,2000-09-17,Nu,29668133,24,29668133,Không tăng lương,Nhan vien
Nhan su,NV02755,Ha Tran,1969-01-22,Nu,14233373,56,16368379,Tăng lương 15%,Nhan vien
Nhan su,NV02756,Chau Duong,1992-03-10,Nam,27656642,33,31805138,Tăng lương 15%,Nhan vien
Ke toan,NV02757,Tu Tri Hoang,1993-06-15,Nam,26644448,32,30641115,Tăng lương 15%,Nhan vien
Nhan su,NV02758,Hoang Duong,1996-05-08,Nu,6809497,29,6809497,Không tăng lương,Nhan vien
Marketing,NV02759,Quy ong Huy Hoang,1971-04-12,Nu,16223999,54,18657599,Tăng lương 15%,Nhan vien
Kinh doanh,NV02760,Hai Phu Tran,1988-08-20,Nam,23218332,36,26701082,Tăng lương 15%,Nhan vien
Ky thuat,NV02761,Khoa Mai,2002-07-26,Nu,9229777,22,9229777,Không tăng lương,Nhan vien
Nhan su,NV02762,Ba Kim Hoang,1986-09-17,Nam,18619147,38,21412019,Tăng lương 15%,Nhan vien
Nhan su,NV02763,Phuong Duong,1979-08-09,Nu,20259956,45,23298949,Tăng lương 15%,Nhan vien
Ky thuat,NV02764,Trung Huu Bui,1996-04-30,Nu,14603434,29,14603434,Không tăng lương,Nhan vien
Marketing,NV02765,Tu Tran,2003-03-04,Nam,19512453,22,19512453,Không tăng lương,Nhan vien
Ke toan,NV02766,Anh Dung Mai,1989-01-11,Nam,18842785,36,21669203,Tăng lương 15%,Nhan vien
Marketing,NV02767,Thanh Hoang Dang,1966-07-09,Nam,14662576,58,16861962,Tăng lương 15%,Nhan vien
Kinh doanh,NV02768,Khoa Phu Duong,1971-08-29,Nu,23883799,53,27466369,Tăng lương 15%,Nhan vien
Nhan su,NV02769,Quy co Anh Tran,1993-02-02,Nam,8637808,32,9933479,Tăng lương 15%,Nhan vien
Ke toan,NV02770,Ha Mai Hoang,1974-02-03,Nu,21733739,51,24993800,Tăng lương 15%,Nhan vien
Ky thuat,NV02771,Chi Nguyen,1996-05-24,Nam,25976967,29,25976967,Không tăng lương,Nhan vien
Marketing,NV02772,Chau Bui,1993-08-05,Nam,19482582,31,22404969,Tăng lương 15%,Nhan vien
Nhan su,NV02773,Tu Mai Nguyen,1992-07-09,Nam,22796679,32,26216181,Tăng lương 15%,Nhan vien
Nhan su,NV02774,Nhat Bui,1967-05-08,Nu,11597592,58,13337231,Tăng lương 15%,Nhan vien
Nhan su,NV02775,Quy co Linh Pham,1992-12-08,Nu,6940876,32,7982007,Tăng lương 15%,Nhan vien
Ky thuat,NV02776,Lam Hoang Le,1994-09-04,Nu,13562212,30,13562212,Không tăng lương,Nhan vien
Ky thuat,NV02777,Phuong Tan Hoang,1971-01-23,Nam,29315879,54,33713261,Tăng lương 15%,Nhan vien
Ky thuat,NV02778,Phuong Dang,1981-09-05,Nam,24216970,43,27849515,Tăng lương 15%,Nhan vien
Marketing,NV02779,Bao Mai Le,1999-05-07,Nam,9933731,26,9933731,Không tăng lương,Nhan vien
Ke toan,NV02780,Anh Dung Hoang,1987-01-05,Nu,12497443,38,14372059,Tăng lương 15%,Nhan vien
Ky thuat,NV02781,Lam Nguyen,1973-01-04,Nu,5309517,52,6105945,Tăng lương 15%,Nhan vien
Ke toan,NV02782,Mai Bui,1982-12-22,Nam,25723927,42,29582516,Tăng lương 15%,Nhan vien
Kinh doanh,NV02783,Hung Le,1988-04-14,Nam,24934557,37,28674741,Tăng lương 15%,Nhan vien
Kinh doanh,NV02784,Anh Hoang,1972-01-11,Nam,26381251,53,30338439,Tăng lương 15%,Nhan vien
Ky thuat,NV02785,Ong Thanh Tran,1968-08-06,Nu,19862116,56,22841433,Tăng lương 15%,Nhan vien
Marketing,NV02786,Huy Xuan Pham,1996-08-23,Nam,23709469,28,23709469,Không tăng lương,Nhan vien
Nhan su,NV02787,Ha Huu Dang,1964-10-15,Nam,14747501,60,16959626,Tăng lương 15%,Nhan vien
Marketing,NV02788,Khoa Tran,2000-02-01,Nu,22747357,25,22747357,Không tăng lương,Nhan vien
Marketing,NV02789,Khoa Hoang,1980-01-19,Nu,7373261,45,8479250,Tăng lương 15%,Nhan vien
Nhan su,NV02790,Nhien Huu Vu,1983-02-07,Nu,19605955,42,22546848,Tăng lương 15%,Nhan vien
Nhan su,NV02791,An Hoang,1985-08-24,Nu,15735351,39,18095654,Tăng lương 15%,Nhan vien
Marketing,NV02792,Co Van Mai,1966-03-31,Nu,10846826,59,12473850,Tăng lương 15%,Nhan vien
Nhan su,NV02793,Phuc Hoang Vu,2000-05-08,Nam,17365296,25,17365296,Không tăng lương,Nhan vien
Ke toan,NV02794,Ba Linh Nguyen,1982-03-12,Nu,18743014,43,21554466,Tăng lương 15%,Nhan vien
Ke toan,NV02795,Quy co Khoa Pham,1995-10-13,Nam,12146396,29,12146396,Không tăng lương,Nhan vien
Ke toan,NV02796,Nhien Hoang,2000-12-16,Nam,21439511,24,21439511,Không tăng lương,Nhan vien
Nhan su,NV02797,Kim Nguyen,1988-09-27,Nu,17416959,36,20029503,Tăng lương 15%,Nhan vien
Kinh doanh,NV02798,Anh Thanh Bui,1978-04-14,Nu,18930378,47,21769935,Tăng lương 15%,Nhan vien
Ke toan,NV02799,Huy Nguyen,1987-04-02,Nam,25074944,38,28836186,Tăng lương 15%,Nhan vien
Marketing,NV02800,Chi Kim Vu,1986-07-11,Nu,28484473,38,32757144,Tăng lương 15%,Nhan vien
Ky thuat,NV02801,Chi Nhat Duong,2001-12-03,Nam,6732445,23,6732445,Không tăng lương,Nhan vien
Marketing,NV02802,Chi Kim Mai,1976-06-07,Nu,24810240,49,28531776,Tăng lương 15%,Nhan vien
Nhan su,NV02803,Chi Bui,1991-07-27,Nam,12802784,33,14723202,Tăng lương 15%,Nhan vien
Nhan su,NV02804,Lan Dang,1990-07-17,Nu,15084138,34,17346759,Tăng lương 15%,Nhan vien
Ky thuat,NV02805,Vi Hoang,1997-12-26,Nam,6333887,27,6333887,Không tăng lương,Nhan vien
Kinh doanh,NV02806,Thanh Tan Le,1997-12-08,Nu,27872639,27,27872639,Không tăng lương,Nhan vien
Ke toan,NV02807,Khoa Mai,1968-03-02,Nu,13062562,57,15021946,Tăng lương 15%,Nhan vien
Marketing,NV02808,Quy co Nhat Bui,1968-09-20,Nam,7625119,56,8768887,Tăng lương 15%,Nhan vien
Ke toan,NV02809,Ha Hai Le,1980-04-09,Nam,6662171,45,7661497,Tăng lương 15%,Nhan vien
Nhan su,NV02810,Hung Mai Bao Tran,1975-10-20,Nam,26420906,49,30384042,Tăng lương 15%,Nhan vien
Ke toan,NV02811,Nhat Quang Duong,2003-04-27,Nu,24109961,22,24109961,Không tăng lương,Nhan vien
Ky thuat,NV02812,Xuan Mai,1982-11-14,Nu,12241141,42,14077312,Tăng lương 15%,Nhan vien
Nhan su,NV02813,Tung Bao Vu,1972-05-17,Nam,22624791,53,26018510,Tăng lương 15%,Nhan vien
Ky thuat,NV02814,Quy co Linh Mai,1977-08-06,Nu,18325568,47,21074403,Tăng lương 15%,Nhan vien
Kinh doanh,NV02815,Ba Ngoc Vu,2002-04-12,Nu,19629043,23,19629043,Không tăng lương,Nhan vien
Nhan su,NV02816,Hoang Thi Le,1990-09-10,Nam,17383801,34,19991371,Tăng lương 15%,Nhan vien
Kinh doanh,NV02817,Duong Tran,1994-11-29,Nu,24137645,30,24137645,Không tăng lương,Nhan vien
Nhan su,NV02818,Vi Vu,1965-07-14,Nam,15865800,59,18245670,Tăng lương 15%,Nhan vien
Nhan su,NV02819,Khoa Tan Dang,1987-08-15,Nam,11711518,37,13468246,Tăng lương 15%,Nhan vien
Marketing,NV02820,Hoang Pham,1991-01-06,Nu,29678546,34,34130328,Tăng lương 15%,Nhan vien
Marketing,NV02821,Vi Tran,1997-07-13,Nam,19924796,27,19924796,Không tăng lương,Nhan vien
Nhan su,NV02822,Chi Vi Le,1994-11-06,Nu,22717123,30,22717123,Không tăng lương,Nhan vien
Ky thuat,NV02823,Quang Mai,1993-01-25,Nam,13764398,32,15829058,Tăng lương 15%,Nhan vien
Nhan su,NV02824,Co Lan Duong,1987-07-07,Nu,7111221,37,8177904,Tăng lương 15%,Nhan vien
Marketing,NV02825,Anh Khoa Nguyen,1971-01-21,Nu,11593695,54,13332749,Tăng lương 15%,Nhan vien
Kinh doanh,NV02826,Linh Hoang,1975-04-28,Nu,12155776,50,13979142,Tăng lương 15%,Nhan vien
Marketing,NV02827,Thanh Mai Bui,1968-09-04,Nu,5039773,56,5795739,Tăng lương 15%,Nhan vien
Ky thuat,NV02828,Quy co Nhat Hoang,1998-04-28,Nu,11932350,27,11932350,Không tăng lương,Nhan vien
Nhan su,NV02829,Quang Hoang,1971-10-14,Nam,11588036,53,13326241,Tăng lương 15%,Nhan vien
Nhan su,NV02830,Quy ong Phuc Le,1976-02-18,Nu,12916821,49,14854344,Tăng lương 15%,Nhan vien
Ky thuat,NV02831,Tung Hoang Dang,1974-12-31,Nu,27973085,50,32169048,Tăng lương 15%,Nhan vien
Ky thuat,NV02832,Co Phuong Pham,1988-02-04,Nam,5161246,37,5935433,Tăng lương 15%,Nhan vien
Nhan su,NV02833,Chi Khoa Bui,1984-03-30,Nu,25306884,41,29102917,Tăng lương 15%,Nhan vien
Marketing,NV02834,Nhien Tri Le,1964-11-04,Nam,22241993,60,25578292,Tăng lương 15%,Nhan vien
Ke toan,NV02835,Chi Kim Bui,1967-05-22,Nam,13484875,58,15507606,Tăng lương 15%,Nhan vien
Nhan su,NV02836,Chi Phuong Tran,1973-05-02,Nu,6657632,52,7656277,Tăng lương 15%,Nhan vien
Kinh doanh,NV02837,Phuong Tran,1975-07-16,Nu,7781730,49,8948990,Tăng lương 15%,Nhan vien
Kinh doanh,NV02838,Yen Mai,1981-05-22,Nam,12351759,44,14204523,Tăng lương 15%,Nhan vien
Kinh doanh,NV02839,Co Hai Le,1966-11-06,Nu,13801229,58,15871413,Tăng lương 15%,Nhan vien
Nhan su,NV02840,Co Anh Pham,1977-01-12,Nam,25115854,48,28883232,Tăng lương 15%,Nhan vien
Marketing,NV02841,Nhat Nguyen,1972-08-19,Nam,5712009,52,6568810,Tăng lương 15%,Nhan vien
Ky thuat,NV02842,Phuc Pham,1992-11-03,Nu,20245689,32,23282542,Tăng lương 15%,Nhan vien
Marketing,NV02843,Bao The Pham,1970-08-19,Nam,28177226,54,32403810,Tăng lương 15%,Nhan vien
Nhan su,NV02844,Xuan Le,1978-02-14,Nu,23977879,47,27574561,Tăng lương 15%,Nhan vien
Ky thuat,NV02845,Nhat Mai Bao Pham,1982-04-19,Nu,15611224,43,17952908,Tăng lương 15%,Nhan vien
Nhan su,NV02846,Bac Nhien Mai,1977-04-25,Nu,20920814,48,24058936,Tăng lương 15%,Nhan vien
Nhan su,NV02847,Ong Tu Nguyen,1996-08-21,Nam,18707017,28,18707017,Không tăng lương,Nhan vien
Marketing,NV02848,Ha Le,1985-11-14,Nu,6017755,39,6920418,Tăng lương 15%,Nhan vien
Ke toan,NV02849,Duyen Tran,1981-04-15,Nam,28701426,44,33006640,Tăng lương 15%,Nhan vien
Marketing,NV02850,Hong Le,1994-05-13,Nam,26604696,31,30595400,Tăng lương 15%,Nhan vien
Marketing,NV02851,Nhat Tri Bui,1969-03-08,Nu,18574925,56,21361164,Tăng lương 15%,Nhan vien
Nhan su,NV02852,Nhat Mai,1978-06-17,Nu,18685300,47,21488095,Tăng lương 15%,Nhan vien
Ky thuat,NV02853,Bac Trung Tran,1991-10-16,Nu,15763004,33,18127455,Tăng lương 15%,Nhan vien
Kinh doanh,NV02854,Bac Anh Dang,1997-01-31,Nu,23697003,28,23697003,Không tăng lương,Nhan vien
Kinh doanh,NV02855,Kim Vu,1979-09-27,Nu,25078380,45,28840137,Tăng lương 15%,Nhan vien
Kinh doanh,NV02856,Phuong Tran,1989-12-29,Nu,29710481,35,34167053,Tăng lương 15%,Nhan vien
Nhan su,NV02857,Ngoc Duong,1998-11-11,Nu,23379889,26,23379889,Không tăng lương,Nhan vien
Nhan su,NV02858,Quy co An Pham,1994-07-24,Nu,16462375,30,16462375,Không tăng lương,Nhan vien
Kinh doanh,NV02859,Chau Duong,1972-10-05,Nu,7717332,52,8874932,Tăng lương 15%,Nhan vien
Marketing,NV02860,Quy co Linh Duong,1995-01-14,Nam,29070529,30,29070529,Không tăng lương,Nhan vien
Marketing,NV02861,Bac Minh Vu,1987-08-17,Nu,20479125,37,23550994,Tăng lương 15%,Nhan vien
Kinh doanh,NV02862,Bac Minh Hoang,1968-04-03,Nu,27279194,57,31371073,Tăng lương 15%,Nhan vien
Marketing,NV02863,Anh Bui,1971-02-22,Nu,28087784,54,32300952,Tăng lương 15%,Nhan vien
Ky thuat,NV02864,Phuc Bao Bui,1987-03-19,Nu,11194274,38,12873415,Tăng lương 15%,Nhan vien
Ky thuat,NV02865,Hoang Pham,1989-01-26,Nu,14542229,36,16723563,Tăng lương 15%,Nhan vien
Ky thuat,NV02866,Nhat Tan Hoang,1969-05-24,Nam,9000393,56,10350452,Tăng lương 15%,Nhan vien
Nhan su,NV02867,Kim Van Duong,1974-05-07,Nam,7850384,51,9027942,Tăng lương 15%,Nhan vien
Kinh doanh,NV02868,Kim Duong,1973-10-15,Nu,22767519,51,26182647,Tăng lương 15%,Nhan vien
Ky thuat,NV02869,Bac Chau Tran,2001-01-17,Nam,9665850,24,9665850,Không tăng lương,Nhan vien
Ke toan,NV02870,Phuong Vu,1993-12-22,Nu,20440315,31,23506362,Tăng lương 15%,Nhan vien
Ke toan,NV02871,Nhien Nguyen,1974-03-08,Nu,14991381,51,17240088,Tăng lương 15%,Nhan vien
Marketing,NV02872,Nhat Tri Bui,1975-02-24,Nam,15234272,50,17519413,Tăng lương 15%,Nhan vien
Ky thuat,NV02873,Anh Nam Le,1993-01-16,Nam,17151137,32,19723808,Tăng lương 15%,Nhan vien
Ke toan,NV02874,Thanh Hoang,1974-09-26,Nam,16251569,50,18689304,Tăng lương 15%,Nhan vien
Ky thuat,NV02875,Ba Hai Mai,2003-04-17,Nam,19202302,22,19202302,Không tăng lương,Nhan vien
Kinh doanh,NV02876,Anh Mai Bao Duong,1966-11-03,Nam,14700547,58,16905629,Tăng lương 15%,Nhan vien
Marketing,NV02877,Co Lan Dang,1966-04-01,Nu,16256887,59,18695420,Tăng lương 15%,Nhan vien
Marketing,NV02878,Bao Hai Dang,1976-05-19,Nam,15443387,49,17759895,Tăng lương 15%,Nhan vien
Ke toan,NV02879,Co Duong Tran,1995-01-18,Nu,25532625,30,25532625,Không tăng lương,Nhan vien
Kinh doanh,NV02880,Bac Nhien Duong,1981-03-24,Nam,10336119,44,11886537,Tăng lương 15%,Nhan vien
Ke toan,NV02881,Chi Duong Hoang,1982-04-05,Nu,12967257,43,14912346,Tăng lương 15%,Nhan vien
Ky thuat,NV02882,Co Anh Hoang,1985-10-02,Nam,8408852,39,9670180,Tăng lương 15%,Nhan vien
Nhan su,NV02883,Co Chi Tran,1968-09-13,Nu,26717641,56,30725287,Tăng lương 15%,Nhan vien
Kinh doanh,NV02884,Thanh Nguyen,1990-01-25,Nam,15138727,35,17409536,Tăng lương 15%,Nhan vien
Ke toan,NV02885,Khoa Bui,1983-05-01,Nu,24691915,42,28395702,Tăng lương 15%,Nhan vien
Nhan su,NV02886,Bao Pham,1996-03-10,Nam,19862874,29,19862874,Không tăng lương,Nhan vien
Ky thuat,NV02887,Thao Vu,1981-07-27,Nam,22108080,43,25424292,Tăng lương 15%,Nhan vien
Ky thuat,NV02888,Quang Le,1992-06-12,Nam,7203943,33,8284534,Tăng lương 15%,Nhan vien
Kinh doanh,NV02889,Khoa Pham,2003-02-07,Nam,13660148,22,13660148,Không tăng lương,Nhan vien
Marketing,NV02890,Nhat Duong,1976-03-26,Nu,14016665,49,16119165,Tăng lương 15%,Nhan vien
Kinh doanh,NV02891,Thanh Quang Mai,1968-06-20,Nam,12941225,57,14882409,Tăng lương 15%,Nhan vien
Nhan su,NV02892,Lam Hoang,1975-02-23,Nu,7199699,50,8279654,Tăng lương 15%,Nhan vien
Ke toan,NV02893,Trong Pham,2002-01-10,Nu,24479624,23,24479624,Không tăng lương,Nhan vien
Nhan su,NV02894,Co Hai Le,1977-08-18,Nam,12134011,47,13954113,Tăng lương 15%,Nhan vien
Kinh doanh,NV02895,Hai Mai Bui,1982-02-18,Nu,10204641,43,11735337,Tăng lương 15%,Nhan vien
Nhan su,NV02896,Bao Pham,1994-07-12,Nam,17785176,30,17785176,Không tăng lương,Nhan vien
Marketing,NV02897,Dung Bui,1990-08-06,Nam,29719841,34,34177817,Tăng lương 15%,Nhan vien
Ke toan,NV02898,Khoa Duc Duong,1986-04-22,Nam,19691277,39,22644969,Tăng lương 15%,Nhan vien
Kinh doanh,NV02899,Ha Pham,1997-09-06,Nu,15270914,27,15270914,Không tăng lương,Nhan vien
Kinh doanh,NV02900,Tung Bui,1994-05-29,Nam,6049055,31,6956413,Tăng lương 15%,Nhan vien
Marketing,NV02901,Chi Phuong Dang,1970-09-05,Nu,20082206,54,23094537,Tăng lương 15%,Nhan vien
Nhan su,NV02902,An Bao Hoang,1976-06-29,Nam,11081573,48,12743809,Tăng lương 15%,Nhan vien
Marketing,NV02903,Bao Mai Bao Nguyen,2000-03-26,Nam,21600828,25,21600828,Không tăng lương,Nhan vien
Marketing,NV02904,Quy co An Vu,1999-11-10,Nam,6819167,25,6819167,Không tăng lương,Nhan vien
Ky thuat,NV02905,Nhien Tran,1964-08-05,Nu,26168497,60,30093772,Tăng lương 15%,Nhan vien
Ke toan,NV02906,Co An Tran,1983-05-29,Nu,15737571,42,18098207,Tăng lương 15%,Nhan vien
Kinh doanh,NV02907,Nhat Hoang Le,1990-07-08,Nu,14753820,34,16966893,Tăng lương 15%,Nhan vien
Ke toan,NV02908,Co Mai Tran,1982-10-02,Nam,12080355,42,13892408,Tăng lương 15%,Nhan vien
Marketing,NV02909,Quy co Van Mai,1975-08-12,Nam,8070655,49,9281253,Tăng lương 15%,Nhan vien
Marketing,NV02910,Co An Tran,1973-10-18,Nu,23897432,51,27482047,Tăng lương 15%,Nhan vien
Marketing,NV02911,Co Xuan Mai,1991-07-02,Nu,23915799,33,27503169,Tăng lương 15%,Nhan vien
Ke toan,NV02912,Hanh Duong,2001-06-13,Nu,16619032,24,16619032,Không tăng lương,Nhan vien
Kinh doanh,NV02913,Quy co Khoa Le,1974-02-10,Nam,26323330,51,30271829,Tăng lương 15%,Nhan vien
Marketing,NV02914,Chi Ha Hoang,1988-10-24,Nu,27650042,36,31797548,Tăng lương 15%,Nhan vien
Nhan su,NV02915,An Van Bui,1994-04-30,Nam,10669774,31,12270240,Tăng lương 15%,Nhan vien
Nhan su,NV02916,Ba Hanh Mai,1999-10-25,Nam,23310639,25,23310639,Không tăng lương,Nhan vien
Kinh doanh,NV02917,Hong Bui,1965-06-09,Nu,14544099,60,16725714,Tăng lương 15%,Nhan vien
Nhan su,NV02918,Hong Nguyen,1984-05-25,Nu,8657518,41,9956146,Tăng lương 15%,Nhan vien
Marketing,NV02919,Nhat Dang,1996-03-30,Nam,7149249,29,7149249,Không tăng lương,Nhan vien
Ke toan,NV02920,Ha Phu Tran,2001-02-18,Nam,16960833,24,16960833,Không tăng lương,Nhan vien
Marketing,NV02921,Quy co Hai Bui,2001-08-12,Nam,25255652,23,25255652,Không tăng lương,Nhan vien
Ky thuat,NV02922,Ba Ha Hoang,1968-10-30,Nam,17040240,56,19596276,Tăng lương 15%,Nhan vien
Marketing,NV02923,Co An Hoang,1967-10-18,Nu,29574696,57,34010900,Tăng lương 15%,Nhan vien
Nhan su,NV02924,Nhat Duc Nguyen,2000-10-05,Nam,7847265,24,7847265,Không tăng lương,Nhan vien
Ke toan,NV02925,Co Chi Nguyen,1981-04-24,Nam,13006779,44,14957796,Tăng lương 15%,Nhan vien
Ky thuat,NV02926,Ba An Vu,2000-08-13,Nu,18043247,24,18043247,Không tăng lương,Nhan vien
Nhan su,NV02927,Quy co Lan Le,1994-12-12,Nam,29910677,30,29910677,Không tăng lương,Quan ly
